time_step,computation_time,tracking_error,tracking_error_mean,Y_trajectory,X_trajectory,status_step,velocity_result,dq_history
0,0.42614054679870605,[-0.92 -0.01 -0.59],1.0931021160383227,0.10915,0.817250000000927,Maximum_Iterations_Exceeded,0.0,[0. 0. 0. 0. 0. 0.]
1,0.3549051284790039,[-0.92 -0.01 -0.59],1.0899948191024924,0.11087781400440008,0.8163487183299337,Maximum_Iterations_Exceeded,5.527944164418318,[ 0.42 -0.96  4.22 -1.97  1.46 -2.38]
2,0.37633466720581055,[-0.91 -0.02 -0.58],1.0810255719253214,0.11600018884547803,0.8131859526185452,Maximum_Iterations_Exceeded,8.253401135721642,[ 0.84 -1.16  6.25 -2.59  2.81 -3.51]
3,0.3442575931549072,[-0.91 -0.02 -0.56],1.067155614678634,0.12436853202915678,0.8071800072106994,Maximum_Iterations_Exceeded,8.828717655863516,[ 1.25 -0.67  6.26 -1.94  4.02 -4.11]
4,0.34009242057800293,[-0.9  -0.04 -0.54],1.049006472630065,0.13575634273717563,0.7980936069979623,Maximum_Iterations_Exceeded,9.33005748915216,[ 1.64 -0.16  6.25 -1.34  4.92 -4.39]
5,0.33679723739624023,[-0.89 -0.05 -0.52],1.0265452228952963,0.14982567500353494,0.7855945911105863,Maximum_Iterations_Exceeded,9.65557319538497,[ 2.02  0.35  6.24 -0.84  5.46 -4.43]
6,0.34760379791259766,[-0.87 -0.07 -0.49],0.9997054265164506,0.16624527599857924,0.7692792174001906,Maximum_Iterations_Exceeded,10.132174513318729,[ 2.41  0.88  6.24 -0.43  6.   -4.58]
7,0.3442201614379883,[-0.85 -0.08 -0.46],0.9684864639719843,0.18455569699584337,0.7488301311999738,Maximum_Iterations_Exceeded,10.080747648931792,[ 2.78  1.45  6.2  -0.39  5.9  -4.29]
8,0.33325767517089844,[-0.82 -0.1  -0.42],0.9330392812044502,0.2042523046154785,0.7240697615251309,Maximum_Iterations_Exceeded,9.964867769949345,[ 3.17  2.12  5.95 -0.49  5.78 -3.96]
9,0.33768153190612793,[-0.8  -0.13 -0.39],0.8945212320996672,0.2251759426369629,0.6957130839243962,Maximum_Iterations_Exceeded,9.656783381857604,[ 3.61  3.29  4.34 -0.42  6.01 -3.77]
10,0.34235429763793945,[-0.76 -0.15 -0.35],0.8544770761948614,0.24714990481494395,0.6648591843165365,Maximum_Iterations_Exceeded,9.257860552145495,[ 4.04  4.6   2.23  0.11  5.69 -3.3 ]
11,0.33357667922973633,[-0.73 -0.17 -0.31],0.8128878504304192,0.2696089837903407,0.6310567689834479,Maximum_Iterations_Exceeded,9.428090728804694,[ 4.49  5.62  0.77  0.79  5.31 -2.79]
12,0.34723591804504395,[-0.69 -0.19 -0.27],0.7683964487573375,0.29168232548856493,0.5925057237643647,Maximum_Iterations_Exceeded,9.885668718625496,[ 5.    6.21  0.34  1.35  5.13 -2.44]
13,0.3381979465484619,[-0.65 -0.21 -0.23],0.7190725930620734,0.31196843654642936,0.5469601768253567,Maximum_Iterations_Exceeded,9.957796086735286,[ 5.56  6.29  1.29  1.3   4.63 -1.95]
14,0.34041905403137207,[-0.59 -0.23 -0.19],0.6640360163375587,0.3289566119529792,0.49331156398235065,Maximum_Iterations_Exceeded,10.198678747628879,[ 6.23  6.3   2.19  1.36  4.06 -1.52]
15,0.34499692916870117,[-0.54 -0.24 -0.15],0.6064926149686494,0.34064019128749395,0.43506883192201373,Maximum_Iterations_Exceeded,9.880547005732971,[ 6.26  6.27  1.83  2.19  3.11 -1.14]
16,0.3407323360443115,[-0.48 -0.25 -0.12],0.550417255223129,0.34629057668218505,0.37711086608587074,Maximum_Iterations_Exceeded,9.661503917033794,[ 6.25  6.27  1.04  2.79  2.3  -0.88]
17,0.33089613914489746,[-0.42 -0.25 -0.09],0.49638862443084086,0.3464345926666233,0.3208242120430263,Maximum_Iterations_Exceeded,9.501489967769407,[ 6.25  6.27  0.5   2.97  1.56 -0.64]
18,0.33877134323120117,[-0.37 -0.24 -0.07],0.4433517529457249,0.34084794058061113,0.2660940131189565,Maximum_Iterations_Exceeded,9.331827564335093,[ 6.21  6.28  0.34  2.84  0.85 -0.44]
19,0.326702356338501,[-0.31 -0.23 -0.04],0.39155482612772224,0.3299215908637271,0.21373350890511147,Maximum_Iterations_Exceeded,9.045702847053326,[ 6.15  6.11  0.06  2.57  0.17 -0.24]
20,0.33580923080444336,[-0.26 -0.21 -0.03],0.341366108449523,0.3144037897780447,0.16438013780419666,Maximum_Iterations_Exceeded,8.951915985741323,[ 6.2   5.93  0.04  2.54 -0.31 -0.12]
21,0.32523179054260254,[-0.22 -0.2  -0.01],0.2932821883191582,0.29515265421031356,0.1186927028740424,Maximum_Iterations_Exceeded,8.679012733650216,[ 6.17  5.43  0.12  2.71 -0.59 -0.06]
22,0.3359992504119873,[-0.18 -0.17  0.  ],0.24870487362807386,0.2736769908533849,0.07800926604733124,Maximum_Iterations_Exceeded,8.544726343708756,[ 6.06  5.04 -0.11  3.15 -0.98  0.06]
23,0.3281853199005127,[-0.14 -0.15  0.01],0.20785029749330572,0.25085676324930933,0.04260802244982583,Maximum_Iterations_Exceeded,8.294751800263722,[ 5.86  4.5   0.07  3.58 -1.15  0.1 ]
24,0.349916934967041,[-0.11 -0.13  0.02],0.17093325988836267,0.22756150178301754,0.012638518046467477,Maximum_Iterations_Exceeded,8.125816509822771,[ 5.45  4.17 -0.2   4.11 -1.4   0.22]
