time_step,computation_time,tracking_error,Y_trajectory,X_trajectory,status_step,velocity_result
59,0.05158185958862305,[-0.02  0.02 -0.01],0.08201903578474329,-0.07909062575518798,Maximum_Iterations_Exceeded,3.151607467879641
60,0.058767080307006836,[-0.03  0.01 -0.01],0.08917003913086702,-0.07428344537104761,Maximum_Iterations_Exceeded,3.1984630247534422
61,0.05159759521484375,[-0.03  0.   -0.01],0.09647250742181245,-0.06905090909748575,Maximum_Iterations_Exceeded,3.23815315116538
62,0.05585622787475586,[-0.04 -0.   -0.01],0.10384547750648723,-0.06341895971429966,Maximum_Iterations_Exceeded,3.2534790818593318
63,0.05454611778259277,[-0.04 -0.01 -0.01],0.11006935342295784,-0.05832626008442457,Maximum_Iterations_Exceeded,3.0294189729783674
64,0.057714223861694336,[-0.04 -0.01 -0.01],0.11367631163656726,-0.05507674558491439,Maximum_Iterations_Exceeded,3.3115632200536833
65,0.06216788291931152,[-0.05 -0.01 -0.01],0.11439752671969802,-0.054068019805560995,Maximum_Iterations_Exceeded,3.587432409730238
66,0.06787610054016113,[-0.04 -0.01 -0.  ],0.1126924764682477,-0.05503772501754127,Maximum_Iterations_Exceeded,3.6908565613170827
67,0.07008647918701172,[-0.04 -0.01 -0.  ],0.10946071655200339,-0.057311264921212364,Maximum_Iterations_Exceeded,3.6784493891657157
68,0.0675361156463623,[-0.04 -0.01 -0.  ],0.10565163597782187,-0.06014916268030242,Maximum_Iterations_Exceeded,3.578323318739631
69,0.06635022163391113,[-0.04 -0.    0.  ],0.10198302159124349,-0.0629855657737652,Maximum_Iterations_Exceeded,3.433297125253129
70,0.06563425064086914,[-0.03  0.    0.  ],0.09877443012150756,-0.0655633257447717,Maximum_Iterations_Exceeded,3.2952445762125073
71,0.06317853927612305,[-0.03  0.    0.  ],0.09612055236381042,-0.06780261864225902,Maximum_Iterations_Exceeded,3.1423994013635115
72,0.05669903755187988,[-0.03  0.01  0.  ],0.09406383629611079,-0.06967016769638965,Maximum_Iterations_Exceeded,2.989787723722482
73,0.07187128067016602,[-0.03  0.01  0.01],0.09257502140489926,-0.0711895841545813,Maximum_Iterations_Exceeded,2.843796351129026
74,0.06619501113891602,[-0.03  0.01  0.01],0.09158593705407472,-0.07241297519092356,Maximum_Iterations_Exceeded,2.704148090517971
75,0.05976533889770508,[-0.03  0.01  0.01],0.09101301791514668,-0.07340057500978941,Maximum_Iterations_Exceeded,2.567550104842546
76,0.05779576301574707,[-0.03  0.01  0.01],0.09076828058339234,-0.07421065584011288,Maximum_Iterations_Exceeded,2.4300971988961964
77,0.055179595947265625,[-0.03  0.01  0.01],0.09076780443964216,-0.07489301215574144,Maximum_Iterations_Exceeded,2.2887241293218348
78,0.07445001602172852,[-0.02  0.01  0.01],0.09100928845858103,-0.0754350321978349,Maximum_Iterations_Exceeded,2.1070001347912637
79,0.053675174713134766,[-0.02  0.01  0.01],0.09141815811696141,-0.07587168174198286,Maximum_Iterations_Exceeded,1.9722473086445358
80,0.0571599006652832,[-0.02  0.01  0.01],0.09191939152400828,-0.07623510363126854,Maximum_Iterations_Exceeded,1.7934251381491328
81,0.05307173728942871,[-0.02  0.01  0.01],0.09244785990833136,-0.07655037908075824,Maximum_Iterations_Exceeded,1.664035931453998
82,0.058183908462524414,[-0.02  0.01  0.01],0.09295911240862309,-0.07683054890788855,Maximum_Iterations_Exceeded,1.494728165456819
83,0.055812835693359375,[-0.02  0.01  0.01],0.09342462236340385,-0.07708205745250069,Maximum_Iterations_Exceeded,1.3814938312277747
84,0.06436395645141602,[-0.02  0.01  0.01],0.09383071656726401,-0.07730558273496246,Maximum_Iterations_Exceeded,1.2373427904827667
85,0.05843091011047363,[-0.02  0.01  0.01],0.09417347842611916,-0.07750005588278594,Maximum_Iterations_Exceeded,1.1544101072876012
86,0.05848193168640137,[-0.02  0.01  0.01],0.09445412704052816,-0.07766422020759567,Maximum_Iterations_Exceeded,1.051273843009135
87,0.0587460994720459,[-0.02  0.01  0.01],0.09467771672164307,-0.0777975369211897,Maximum_Iterations_Exceeded,1.007693073913061
88,0.06634950637817383,[-0.02  0.01  0.01],0.09484958113347955,-0.07790097614630363,Maximum_Iterations_Exceeded,0.952734656735436
89,0.06031370162963867,[-0.02  0.01  0.01],0.09497675270310466,-0.0779761032552676,Maximum_Iterations_Exceeded,0.9457697617914981
90,0.05668926239013672,[-0.02  0.    0.01],0.09506503309491379,-0.07802582964187257,Maximum_Iterations_Exceeded,0.931559329922385
91,0.05905556678771973,[-0.02  0.    0.01],0.0951215725338106,-0.07805276035914782,Maximum_Iterations_Exceeded,0.9479440918637215
92,0.05966949462890625,[-0.02  0.    0.01],0.09515144594892053,-0.07806060915022284,Maximum_Iterations_Exceeded,0.9579485031208621
93,0.05113387107849121,[-0.02  0.    0.01],0.09516069380282954,-0.07805228293407482,Maximum_Iterations_Exceeded,0.9832511509446913
94,0.05172538757324219,[-0.02  0.    0.01],0.09515319696093062,-0.07803145933338346,Maximum_Iterations_Exceeded,1.0023742910932487
95,0.0585942268371582,[-0.02  0.    0.01],0.09513371739923027,-0.07800071885157403,Maximum_Iterations_Exceeded,1.0271733470466653
96,0.05554604530334473,[-0.02  0.    0.01],0.09503283291727313,-0.07800992561786016,Maximum_Iterations_Exceeded,1.0529899887281482
97,0.04832315444946289,[-0.02  0.01  0.01],0.09493955770247998,-0.07800716610879152,Maximum_Iterations_Exceeded,1.0704315234432868
98,0.05080771446228027,[-0.02  0.01  0.01],0.0948740830631481,-0.07798449438864526,Maximum_Iterations_Exceeded,1.0882919637430104
99,0.04796934127807617,[-0.02  0.01  0.01],0.0947656243269186,-0.07799069853116611,Maximum_Iterations_Exceeded,1.1072970670563993
