time_step,computation_time,tracking_error,Y_trajectory,X_trajectory,status_step,velocity_result
0,0.1741626262664795,[-0.92 -0.01 -0.59],0.10915,0.817250000000927,Maximum_Iterations_Exceeded,0.0
1,0.12454843521118164,[-0.92 -0.01 -0.59],0.11089440219885184,0.8163223482144318,Maximum_Iterations_Exceeded,5.6055700871620635
2,0.13451123237609863,[-0.91 -0.02 -0.58],0.11605734049880785,0.8131436137159496,Maximum_Iterations_Exceeded,8.56719861617897
3,0.13420510292053223,[-0.91 -0.02 -0.56],0.12442987035406336,0.8071630585717624,Maximum_Iterations_Exceeded,8.95769714564504
4,0.13411474227905273,[-0.9  -0.04 -0.54],0.13570368168768923,0.7981809394647823,Maximum_Iterations_Exceeded,9.160729955292599
5,0.12510967254638672,[-0.89 -0.05 -0.52],0.1495290085427582,0.7858908002915916,Maximum_Iterations_Exceeded,9.255206554772785
6,0.13367319107055664,[-0.87 -0.07 -0.49],0.16555581826444843,0.7699405891817017,Maximum_Iterations_Exceeded,9.301223513915179
7,0.1370987892150879,[-0.85 -0.08 -0.46],0.18340462459812984,0.7499416020441841,Maximum_Iterations_Exceeded,9.330550260755574
8,0.12961053848266602,[-0.83 -0.1  -0.43],0.20265215119934302,0.7255367138505256,Maximum_Iterations_Exceeded,9.314009101365349
9,0.12680315971374512,[-0.8  -0.12 -0.39],0.22293657438882528,0.6970469806884806,Maximum_Iterations_Exceeded,8.863184517183075
10,0.13647079467773438,[-0.77 -0.14 -0.35],0.2440071538256656,0.665368137843735,Maximum_Iterations_Exceeded,8.451878940709808
11,0.13051128387451172,[-0.73 -0.17 -0.31],0.26543727862535477,0.6304912655774594,Maximum_Iterations_Exceeded,8.575774041566287
12,0.12528634071350098,[-0.69 -0.19 -0.27],0.28636500881514215,0.5911227823170326,Maximum_Iterations_Exceeded,8.928551679669262
13,0.1274268627166748,[-0.65 -0.21 -0.23],0.3055481448681167,0.5457189111694565,Maximum_Iterations_Exceeded,9.253980847861424
14,0.12357807159423828,[-0.59 -0.22 -0.19],0.3218550120735375,0.4944821945852199,Maximum_Iterations_Exceeded,9.423102851189915
15,0.11342883110046387,[-0.54 -0.23 -0.16],0.3343269755321604,0.44060770236460156,Maximum_Iterations_Exceeded,9.401055380170167
16,0.12313151359558105,[-0.49 -0.24 -0.13],0.3418146780476296,0.38641176678618844,Maximum_Iterations_Exceeded,9.299314761665896
17,0.11321115493774414,[-0.43 -0.24 -0.1 ],0.34355543016651013,0.33231589837376435,Maximum_Iterations_Exceeded,9.178062789100542
18,0.1219489574432373,[-0.38 -0.24 -0.07],0.33938198831377114,0.2786585842768017,Maximum_Iterations_Exceeded,9.13341242894725
19,0.12835407257080078,[-0.33 -0.23 -0.05],0.32992393000160175,0.22674011765124807,Maximum_Iterations_Exceeded,9.04641230177474
20,0.13275623321533203,[-0.28 -0.22 -0.03],0.31610524351593816,0.17782307543524292,Maximum_Iterations_Exceeded,8.624108798034884
21,0.11478924751281738,[-0.23 -0.2  -0.01],0.29876639167522145,0.1326167884200369,Maximum_Iterations_Exceeded,8.433056880815368
22,0.13335561752319336,[-0.19 -0.18 -0.  ],0.27905379307901096,0.09200832340728368,Maximum_Iterations_Exceeded,8.174328297289719
23,0.13464617729187012,[-0.16 -0.16  0.01],0.257759492401952,0.056300045268467255,Maximum_Iterations_Exceeded,7.938143763022338
24,0.14803123474121094,[-0.13 -0.14  0.02],0.23576351834782547,0.025715767852205945,Maximum_Iterations_Exceeded,7.680696594800777
25,0.13067889213562012,[-0.1  -0.11  0.02],0.21385474001957822,0.00021086356054366567,Maximum_Iterations_Exceeded,7.384851717292725
26,0.13335466384887695,[-0.08 -0.09  0.02],0.19271888157631123,-0.02049222141261861,Maximum_Iterations_Exceeded,7.045618999599781
27,0.1332848072052002,[-0.06 -0.07  0.02],0.17290624496355586,-0.03686450025433902,Maximum_Iterations_Exceeded,6.682440700768853
28,0.14156651496887207,[-0.05 -0.05  0.03],0.15482886891300368,-0.049512290772479955,Maximum_Iterations_Exceeded,6.335460720785698
29,0.1369469165802002,[-0.04 -0.04  0.03],0.1387713894133436,-0.05912107034554655,Maximum_Iterations_Exceeded,6.041015193727977
30,0.12695741653442383,[-0.03 -0.02  0.02],0.12490014774078127,-0.06637002928538077,Maximum_Iterations_Exceeded,5.789450938500007
31,0.12577056884765625,[-0.03 -0.01  0.02],0.11327275338511439,-0.07182595444551622,Maximum_Iterations_Exceeded,5.54031280769432
32,0.13164949417114258,[-0.02 -0.    0.02],0.10386026309425324,-0.07589781466449996,Maximum_Iterations_Exceeded,5.263582020799978
33,0.14344215393066406,[-0.02  0.    0.02],0.09657480774178703,-0.07886214679671263,Maximum_Iterations_Exceeded,4.947432140894944
34,0.1362004280090332,[-0.02  0.01  0.02],0.09129048992115393,-0.08090442835274421,Maximum_Iterations_Exceeded,4.593784999011616
35,0.12723708152770996,[-0.02  0.01  0.02],0.08785432569462251,-0.08215344418092292,Maximum_Iterations_Exceeded,4.212920049076471
36,0.12371277809143066,[-0.02  0.01  0.02],0.0860852613306512,-0.08271011439168643,Maximum_Iterations_Exceeded,3.819260205283979
37,0.11693930625915527,[-0.02  0.01  0.02],0.08575766262961498,-0.0826737677568539,Maximum_Iterations_Exceeded,3.4274304251002254
38,0.12301087379455566,[-0.02  0.01  0.01],0.08656699847793489,-0.08216926505310182,Maximum_Iterations_Exceeded,3.0490439024329743
39,0.14176678657531738,[-0.02  0.01  0.01],0.08810407172593267,-0.08136603657207989,Maximum_Iterations_Exceeded,2.6923606844652177
40,0.13673114776611328,[-0.02  0.01  0.01],0.08991297995488229,-0.08045754169968744,Maximum_Iterations_Exceeded,2.3665672206067443
41,0.12384200096130371,[-0.02  0.01  0.01],0.09162921887226778,-0.07960194259574041,Maximum_Iterations_Exceeded,2.082111994594103
