time_step,computation_time,tracking_error,Y_trajectory,X_trajectory,status_step,velocity_result
42,0.12593460083007812,[-0.02  0.01  0.01],0.0930594822367542,-0.07888501835220628,Maximum_Iterations_Exceeded,1.8452610052556624
43,0.14163732528686523,[-0.02  0.01  0.01],0.09415160346909282,-0.07833079869510902,Maximum_Iterations_Exceeded,1.6561523831138167
44,0.12816262245178223,[-0.02  0.01  0.01],0.09493155322132292,-0.07792799549449524,Maximum_Iterations_Exceeded,1.5103255975911969
45,-1.927746295928955,[-0.02  0.    0.01],0.09545715147648351,-0.07765027367961311,Maximum_Iterations_Exceeded,1.4007686019583871
46,0.1296377182006836,[-0.02  0.    0.01],0.09579197169712803,-0.07746809284782322,Maximum_Iterations_Exceeded,1.3196370350099544
47,0.11749601364135742,[-0.02  0.    0.01],0.09599269619581235,-0.07735466438765833,Maximum_Iterations_Exceeded,1.2594767156884135
48,0.12832856178283691,[-0.02  0.    0.01],0.09610441459235661,-0.07728830318391733,Maximum_Iterations_Exceeded,1.2139223425140502
49,0.12264490127563477,[-0.02  0.    0.01],0.09616024285675237,-0.07725275495091397,Maximum_Iterations_Exceeded,1.1779503755232839
50,0.13685917854309082,[-0.02  0.    0.01],0.09618298599912409,-0.07723653247668633,Maximum_Iterations_Exceeded,1.1478343566324962
51,0.1286029815673828,[-0.02  0.    0.01],0.09618747631425029,-0.07723189889089566,Maximum_Iterations_Exceeded,1.120952236354091
52,0.13395476341247559,[-0.02  0.    0.01],0.09618284602798402,-0.07723385146109472,Maximum_Iterations_Exceeded,1.0955516113079427
53,0.12717962265014648,[-0.02  0.    0.01],0.09617440480813254,-0.07723926791767653,Maximum_Iterations_Exceeded,1.0705296819660644
54,0.13391947746276855,[-0.02  0.    0.01],0.0961650398264976,-0.0772462605760972,Maximum_Iterations_Exceeded,1.0452500605211725
55,0.11786079406738281,[-0.02  0.    0.01],0.09615618304908423,-0.07725372268724463,Maximum_Iterations_Exceeded,1.0193998454246418
56,0.1303880214691162,[-0.02  0.    0.01],0.09614843881933627,-0.07726102749420727,Maximum_Iterations_Exceeded,0.9928824273884971
57,0.13011932373046875,[-0.02  0.    0.01],0.09614196934067916,-0.0772678372447953,Maximum_Iterations_Exceeded,0.9657392196146818
58,0.12186813354492188,[-0.02  0.    0.01],0.0961367197157022,-0.07727398596315435,Maximum_Iterations_Exceeded,0.9380937100753474
59,0.12291598320007324,[-0.02  0.    0.01],0.0961325427416129,-0.07727940911234928,Maximum_Iterations_Exceeded,0.9101122820566151
60,0.12267947196960449,[-0.02  0.    0.01],0.09612926440055616,-0.07728410177171927,Maximum_Iterations_Exceeded,0.8819774255424925
61,0.12358665466308594,[-0.02  0.    0.01],0.0961267160423524,-0.07728809357683011,Maximum_Iterations_Exceeded,0.8538700012938291
62,0.13048744201660156,[-0.02  0.    0.01],0.0961247486476531,-0.07729143338494224,Maximum_Iterations_Exceeded,0.8259580546068951
63,0.12354159355163574,[-0.02  0.    0.01],0.0961232377602215,-0.0772941796549938,Maximum_Iterations_Exceeded,0.7983903184173707
64,0.13064169883728027,[-0.02  0.    0.01],0.09612208350329673,-0.07729639439210625,Maximum_Iterations_Exceeded,0.7712930288031946
65,0.13330960273742676,[-0.02  0.    0.01],0.09612120782880562,-0.07729813952185521,Maximum_Iterations_Exceeded,0.7447690359318195
66,0.13063478469848633,[-0.02  0.    0.01],0.09612055030872142,-0.07729947494345697,Maximum_Iterations_Exceeded,0.7188984609222172
67,0.1264798641204834,[-0.02  0.    0.01],0.09612006402405829,-0.07730045741557282,Maximum_Iterations_Exceeded,0.6937403478332629
68,0.1262214183807373,[-0.02  0.    0.01],0.09611971241991732,-0.077301139748016,Maximum_Iterations_Exceeded,0.6693349057950293
69,0.12696337699890137,[-0.02  0.    0.01],0.09611946690818252,-0.07730157026885076,Maximum_Iterations_Exceeded,0.6457060429418234
70,0.1447136402130127,[-0.02  0.    0.01],0.09611930501601824,-0.07730179254284489,Maximum_Iterations_Exceeded,0.6228639771949165
71,0.1251842975616455,[-0.02  0.    0.01],0.0961192089533088,-0.07730184529806655,Maximum_Iterations_Exceeded,0.6008077732912955
72,0.12909150123596191,[-0.02  0.    0.01],0.09611916451107957,-0.07730176251389076,Maximum_Iterations_Exceeded,0.579527705112787
73,0.1283879280090332,[-0.02  0.    0.01],0.09611916022188736,-0.07730157362823033,Maximum_Iterations_Exceeded,0.5590073807194743
74,0.14553427696228027,[-0.02  0.    0.01],0.09611918672552615,-0.07730130382825104,Maximum_Iterations_Exceeded,0.5392255969448498
75,0.12821507453918457,[-0.02  0.    0.01],0.09611923629388587,-0.07730097439495702,Maximum_Iterations_Exceeded,0.5201579126852902
76,0.1305696964263916,[-0.02  0.    0.01],0.09611930247801745,-0.07730060307751435,Maximum_Iterations_Exceeded,0.5017779463898927
77,0.13468527793884277,[-0.02  0.    0.01],0.09611937984818776,-0.07730020447810737,Maximum_Iterations_Exceeded,0.48405841474408523
78,0.1419050693511963,[-0.02  0.    0.01],0.09611946380391931,-0.07729979043255139,Maximum_Iterations_Exceeded,0.4669719370048141
79,0.1288454532623291,[-0.02  0.    0.01],0.09611955043592563,-0.07729937037578175,Maximum_Iterations_Exceeded,0.45049163365357053
80,0.1252155303955078,[-0.02  0.    0.01],0.09611963642577476,-0.07729895168466112,Maximum_Iterations_Exceeded,0.43459154968046443
81,0.11443638801574707,[-0.02  0.    0.01],0.09611971897227264,-0.0772985399932913,Maximum_Iterations_Exceeded,0.4192469325232797
82,0.12543725967407227,[-0.02  0.    0.01],0.09611979573616171,-0.0772981394781951,Maximum_Iterations_Exceeded,0.40443439301202583
83,0.13260650634765625,[-0.02  0.    0.01],0.09611986479683855,-0.07729775311242967,Maximum_Iterations_Exceeded,0.39013197508507663
84,0.1365799903869629,[-0.02  0.    0.01],0.09611992461652535,-0.07729738288895055,Maximum_Iterations_Exceeded,0.3763191569378582
85,0.12648653984069824,[-0.02  0.    0.01],0.09611997400870229,-0.07729703001445916,Maximum_Iterations_Exceeded,0.3629768029480291
86,0.13454771041870117,[-0.02  0.    0.01],0.09612001210869207,-0.07729669507557849,Maximum_Iterations_Exceeded,0.3500870824240346
87,0.11913943290710449,[-0.02  0.    0.01],0.09612003834511447,-0.07729637817959467,Maximum_Iterations_Exceeded,0.33763336811019634
88,0.11978268623352051,[-0.02  0.    0.01],0.09612005241153972,-0.07729607907220772,Maximum_Iterations_Exceeded,0.32560012455613657
89,0.12166976928710938,[-0.02  0.    0.01],0.0961200542380963,-0.07729579723481184,Maximum_Iterations_Exceeded,0.3139727939793606
90,0.12223291397094727,[-0.02  0.    0.01],0.09612004396308031,-0.07729553196379607,Maximum_Iterations_Exceeded,0.30273768513881855
91,0.11374711990356445,[-0.02  0.    0.01],0.09612002190478296,-0.07729528243425922,Maximum_Iterations_Exceeded,0.2918818689895956
92,0.1206822395324707,[-0.02  0.    0.01],0.09611998853385528,-0.07729504775037807,Maximum_Iterations_Exceeded,0.2813930834818472
93,0.11964607238769531,[-0.02  0.    0.01],0.09611994444656256,-0.07729482698448614,Maximum_Iterations_Exceeded,0.27125964876720593
94,0.12549138069152832,[-0.02  0.    0.01],0.09611989033928295,-0.07729461920671427,Maximum_Iterations_Exceeded,0.2614703932439
95,0.11021232604980469,[-0.02  0.    0.01],0.09611982698456055,-0.07729442350684353,Maximum_Iterations_Exceeded,0.2520145902669225
96,0.11902737617492676,[-0.02  0.    0.01],0.09611975520897137,-0.07729423900981491,Maximum_Iterations_Exceeded,0.24288190493206577
97,0.10860586166381836,[-0.02  0.    0.01],0.09611967587299414,-0.07729406488614772,Maximum_Iterations_Exceeded,0.23406235007570478
98,0.11572527885437012,[-0.02  0.    0.01],0.09611958985301522,-0.07729390035833594,Maximum_Iterations_Exceeded,0.2255462504829399
99,0.1120157241821289,[-0.02  0.    0.01],0.09611949802552888,-0.07729374470412688,Maximum_Iterations_Exceeded,0.21732421423668977
